date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange
2010-01-04	25.436282332605284	25.835021381744056	25.411360259406774	25.710416	38409100		
2010-01-05	25.627344939513726	25.83502196495549	25.452895407434543	25.718722	49749600		
2010-01-06	25.65226505944465	25.81840750861228	25.353210976925574	25.560888	58182400		
2010-01-07	25.444587793771767	25.502739021094353	25.079077898061875	25.295062	50559700		
2016-10-26	60.40195215934698	60.789335171265456	60.06423363613601	60.22316	29911600		
2016-10-27	60.203294769439324	60.42181951509263	59.68678308874487	59.696714	28479900		
2016-10-28	59.60731657325543	60.113896337963865	59.18020594916853	59.468257	33574700		
2016-10-31	59.756312531252085	60.01456588473448	59.517921	59.517921	26434700		
2016-11-01	59.567588246761126	59.617251741760064	58.85241862211402	59.398727	24533000		
2016-11-02	59.41859401009591	59.527855884738344	58.902082336678255	59.031211	22147000		
2016-11-03	59.13053872484128	59.239800599005484	58.71335901006662	58.812686	21600400			
